year_month,PCODE,ndvi_mean
2002-09,ML0301,0.7075636599999999
2002-09,ML0302,0.6814753100000001
2002-09,ML0303,0.6986251
2002-09,ML0304,0.5781218533333333
2002-09,ML0305,0.6705727666666667
2002-09,ML0306,0.7108567899999999
2002-09,ML0307,0.60110631
2002-09,ML04,0.4112613666666667
2002-09,ML0401,0.5307326866666666
2002-09,ML0402,0.50731843
2002-09,ML0403,0.32561345666666663
2002-09,ML0404,0.32290687
2002-09,ML0405,0.44495386000000003
2002-09,ML0406,0.42681780333333336
2002-09,ML0407,0.46362383333333335
2002-09,ML05,0.3001840333333334
2002-09,ML0501,0.3082299133333333
2002-09,ML0502,0.40207096000000003
2002-09,ML0503,0.35306192666666664
2002-09,ML0504,0.26811146
2002-09,ML0505,0.29980909
2002-09,ML0506,0.26893565999999997
2002-09,ML0507,0.33265688666666665
2002-09,ML0508,0.25552458333333333
2002-09,ML06,0.11813022633333332
2002-09,ML0601,0.18755227
2002-09,ML0602,0.12348354
2002-09,ML0603,0.21517624
2002-09,ML0604,0.2187071966666667
2002-09,ML0605,0.10139760666666668
2002-09,ML07,0.14231561333333334
2002-09,ML0701,0.18012514666666668
2002-09,ML0702,0.10944853666666667
2002-09,ML0703,0.17357433666666666
2002-09,ML08,0.10418091333333333
2002-09,ML0801,0.10674287333333334
2002-09,ML0802,0.123594458
2002-09,ML0803,0.09743360666666667
2002-09,ML0804,0.10922010666666666
2002-09,ML09,0.46417776000000005
2002-09,ML0901,0.46417776000000005
2002-09,ML1004,0.13527089333333334
2002-10,ML01,0.5404069333333333
2002-10,ML0101,0.6226306466666667
2002-10,ML0102,0.40322718
2002-10,ML0103,0.42772301333333335
2002-10,ML0104,0.7173155000000001
2002-10,ML0105,0.6389039233333333
2002-10,ML0106,0.32559181666666664
2002-10,ML0107,0.33253892
2002-10,ML02,0.4519711833333333
2002-10,ML0201,0.4045924533333333
2002-10,ML0202,0.5313400766666666
2002-10,ML0203,0.66542981
2002-10,ML0204,0.6072294333333333
2002-10,ML0205,0.46310342666666665
2002-10,ML0206,0.48839621666666666
2002-10,ML0207,0.3060902066666667
2002-10,ML03,0.6126596566666667
2002-10,ML0301,0.6559881133333333
2002-10,ML0302,0.6469800466666666
2002-10,ML0303,0.6578785666666667
2002-10,ML0304,0.47873842333333333
2002-10,ML0305,0.6055249666666667
2002-10,ML0306,0.6665473933333333
2002-10,ML0307,0.5014533633333333
2002-10,ML04,0.32994451666666663
2002-10,ML0401,0.43927122333333335
2002-10,ML0402,0.41919108000000005
2002-10,ML0403,0.26870778999999995
2002-10,ML0404,0.24622967666666665
2002-10,ML0405,0.35989325
2002-10,ML0406,0.3418014733333334
2002-10,ML0407,0.3730792566666667
2002-10,ML05,0.24340494666666668
2002-10,ML0501,0.2420236033333333
2002-10,ML0502,0.3305148233333333
2002-10,ML0503,0.31699638333333335
2002-10,ML0504,0.19568294333333333
2002-10,ML0505,0.23002073999999997
2002-10,ML0506,0.2500963
2002-10,ML0507,0.2855903866666667
2002-10,ML0508,0.2218750233333333
2002-10,ML06,0.11033842833333334
2002-10,ML0601,0.16329394
2002-10,ML0602,0.11213878166666667
2002-10,ML0603,0.16272178
2002-10,ML0604,0.17020463333333335
2002-10,ML0605,0.10141719333333332
2002-10,ML07,0.13542962333333333
2002-10,ML0701,0.15631551
2002-10,ML0702,0.11328137533333334
2002-10,ML0703,0.15401897333333334
2002-10,ML08,0.10624025333333333
2002-10,ML0801,0.10936614933333333
2002-10,ML0802,0.12271323333333334
2002-10,ML0803,0.10045997866666667
2002-10,ML0804,0.10988695466666666
2002-10,ML09,0.40768145333333333
2002-10,ML0901,0.40768145333333333
2002-10,ML1004,0.13316325666666665
2002-11,ML01,0.40306545
2002-11,ML0101,0.45208516
2002-11,ML0102,0.28271911666666666
2002-11,ML0103,0.30375919
2002-11,ML0104,0.5833347866666667
2002-11,ML0105,0.48267083
2002-11,ML0106,0.23593040666666665
2002-11,ML0107,0.23787044666666665
2002-11,ML02,0.3492311766666667
2002-11,ML0201,0.31375422999999997
2002-11,ML0202,0.40426934
2002-11,ML0203,0.5427857733333333
2002-11,ML0204,0.47826837333333333
2002-11,ML0205,0.33720779333333334
2002-11,ML0206,0.36824861999999997
2002-11,ML0207,0.23891949666666665
2002-11,ML03,0.5001838933333334
2002-11,ML0301,0.54148759
2002-11,ML0302,0.54619527
2002-11,ML0303,0.5494067666666667
2002-11,ML0304,0.3655145933333333
2002-11,ML0305,0.48832790666666664
2002-11,ML0306,0.5602280133333334
2002-11,ML0307,0.38225358
2002-11,ML04,0.2640957566666667
2002-11,ML0401,0.33988052333333335
2002-11,ML0402,0.3254190766666667
2002-11,ML0403,0.22471069333333335
2002-11,ML0404,0.20651535666666665
2002-11,ML0405,0.27631580333333333
2002-11,ML0406,0.2755393066666667
2002-11,ML0407,0.29055644333333336
2002-11,ML05,0.21848795333333335
2002-11,ML0501,0.21129178333333332
2002-11,ML0502,0.26224176666666665
2002-11,ML0503,0.27204300666666664
2002-11,ML0504,0.17204496333333333
2002-11,ML0505,0.19611895999999998
2002-11,ML0506,0.25602524
2002-11,ML0507,0.26805782333333333
2002-11,ML0508,0.21729809
2002-11,ML06,0.10869409666666667
2002-11,ML0601,0.15690378666666668
2002-11,ML0602,0.109437122
2002-11,ML0603,0.14980700333333333
2002-11,ML0604,0.15524912333333332
2002-11,ML0605,0.10187817133333332
2002-11,ML07,0.13095375
2002-11,ML0701,0.14214531
2002-11,ML0702,0.11558638466666667
2002-11,ML0703,0.14423069666666666
2002-11,ML08,0.108406244
2002-11,ML0801,0.11179251000000001
2002-11,ML0802,0.12308221833333333
2002-11,ML0803,0.10321781266666667
2002-11,ML0804,0.11126966166666667
2002-11,ML09,0.3244296266666667
2002-11,ML0901,0.3244296266666667
2002-11,ML1004,0.13019535666666668
2002-12,ML01,0.3172721
2002-12,ML0101,0.33633715000000003
2002-12,ML0102,0.2437818833333333
2002-12,ML0103,0.25097906333333336
2002-12,ML0104,0.44931040333333333
2002-12,ML0105,0.3690555033333333
2002-12,ML0106,0.2095108
2002-12,ML0107,0.20830774333333332
2002-12,ML02,0.28692918333333334
2002-12,ML0201,0.2685523733333333
2002-12,ML0202,0.3241816966666667
2002-12,ML0203,0.4181183
2002-12,ML0204,0.3708756
2002-12,ML0205,0.2796448266666667
2002-12,ML0206,0.30393538999999997
2002-12,ML0207,0.21160864
2002-12,ML03,0.3937272233333333
2002-12,ML0301,0.42280567666666663
2002-12,ML0302,0.43037849
2002-12,ML0303,0.4292888366666667
2002-12,ML0304,0.29769360666666667
2002-12,ML0305,0.38048846666666664
2002-12,ML0306,0.4427831633333333
2002-12,ML0307,0.3093239466666666
2002-12,ML04,0.23215900666666667
2002-12,ML0401,0.28308549666666666
2002-12,ML0402,0.27355993
2002-12,ML0403,0.20601054666666666
2002-12,ML0404,0.18952818666666668
2002-12,ML0405,0.23984830666666668
2002-12,ML0406,0.24186248
2002-12,ML0407,0.2546891766666667
2002-12,ML05,0.20407403666666668
2002-12,ML0501,0.19668042666666666
2002-12,ML0502,0.22991003333333335
2002-12,ML0503,0.23282117000000002
2002-12,ML0504,0.16628892666666667
2002-12,ML0505,0.18382948
2002-12,ML0506,0.23649670666666667
2002-12,ML0507,0.24864991
2002-12,ML0508,0.2153768
2002-12,ML06,0.10865326000000002
2002-12,ML0601,0.15993636666666666
2002-12,ML0602,0.108943902
2002-12,ML0603,0.14804198666666665
2002-12,ML0604,0.15651543666666667
2002-12,ML0605,0.102145307
2002-12,ML07,0.12907009666666666
2002-12,ML0701,0.13853477666666666
2002-12,ML0702,0.11459089666666666
2002-12,ML0703,0.14124400333333334
2002-12,ML08,0.10941925466666667
2002-12,ML0801,0.11337877333333334
2002-12,ML0802,0.12379361466666668
2002-12,ML0803,0.103963035
2002-12,ML0804,0.11281514
2002-12,ML09,0.26640000333333336
2002-12,ML0901,0.26640000333333336
2002-12,ML1004,0.12882833666666668
2003-01,ML01,0.26210221333333333
2003-01,ML0101,0.27111401
2003-01,ML0102,0.22016806
2003-01,ML0103,0.22300807666666667
2003-01,ML0104,0.34199773333333333
2003-01,ML0105,0.29613675666666667
2003-01,ML0106,0.19065305333333335
2003-01,ML0107,0.18942521999999998
2003-01,ML02,0.24810766333333334
2003-01,ML0201,0.23987738
2003-01,ML0202,0.28201089
2003-01,ML0203,0.32976769666666667
2003-01,ML0204,0.30050480333333335
2003-01,ML0205,0.24527456
2003-01,ML0206,0.2700133966666667
2003-01,ML0207,0.19348030666666668
2003-01,ML03,0.32133953
2003-01,ML0301,0.3376103833333333
2003-01,ML0302,0.3470346933333333
2003-01,ML0303,0.34531499000000004
2003-01,ML0304,0.26202195333333334
2003-01,ML0305,0.30722447
2003-01,ML0306,0.3603134266666667
2003-01,ML0307,0.27140914666666666
2003-01,ML04,0.21356108666666665
2003-01,ML0401,0.25635009
2003-01,ML0402,0.24790562666666668
2003-01,ML0403,0.19417950666666664
2003-01,ML0404,0.17742595333333333
2003-01,ML0405,0.22061682333333332
2003-01,ML0406,0.21988127333333332
2003-01,ML0407,0.23485258666666667
2003-01,ML05,0.18792958
2003-01,ML0501,0.18721022
2003-01,ML0502,0.21359553
2003-01,ML0503,0.20555989666666666
2003-01,ML0504,0.16239161333333332
2003-01,ML0505,0.17702975666666668
2003-01,ML0506,0.20122248666666667
2003-01,ML0507,0.21615294
2003-01,ML0508,0.19284359666666664
2003-01,ML06,0.10881713333333333
2003-01,ML0601,0.15829545666666667
2003-01,ML0602,0.10859366033333333
2003-01,ML0603,0.14691698333333333
2003-01,ML0604,0.15260487666666667
2003-01,ML0605,0.102756538
2003-01,ML07,0.12830386000000002
2003-01,ML0701,0.13681683
2003-01,ML0702,0.11388063999999999
2003-01,ML0703,0.13882695666666667
2003-01,ML08,0.10972995
2003-01,ML0801,0.11439768466666667
2003-01,ML0802,0.12436924833333333
2003-01,ML0803,0.10379986166666666
2003-01,ML0804,0.11378274
2003-01,ML09,0.23692962333333334
2003-01,ML0901,0.23692962333333334
2003-01,ML1004,0.12905588666666665
2003-02,ML01,0.2298502
2003-02,ML0101,0.23618756666666665
2003-02,ML0102,0.19565585666666666
2003-02,ML0103,0.20254682000000002
2003-02,ML0104,0.28880509666666665
2003-02,ML0105,0.25555781666666666
2003-02,ML0106,0.17672844666666665
2003-02,ML0107,0.1754154933333333
2003-02,ML02,0.22366402666666665
2003-02,ML0201,0.21592724
2003-02,ML0202,0.25816918333333333
2003-02,ML0203,0.29427057333333334
2003-02,ML0204,0.2642638666666667
2003-02,ML0205,0.21938605
2003-02,ML0206,0.24403762333333334
2003-02,ML0207,0.17748571999999999
2003-02,ML03,0.29869161000000005
2003-02,ML0301,0.31026512666666667
2003-02,ML0302,0.32972781
2003-02,ML0303,0.3293211266666667
2003-02,ML0304,0.24348602666666666
2003-02,ML0305,0.28069798333333335
2003-02,ML0306,0.3382253966666667
2003-02,ML0307,0.25450652
2003-02,ML04,0.19878406
2003-02,ML0401,0.23675652
2003-02,ML0402,0.23095022333333334
2003-02,ML0403,0.18210825
2003-02,ML0404,0.1665148
2003-02,ML0405,0.20738669666666665
2003-02,ML0406,0.20134767333333334
2003-02,ML0407,0.2210060766666667
2003-02,ML05,0.17406885333333333
2003-02,ML0501,0.17496198999999998
2003-02,ML0502,0.20062232333333332
2003-02,ML0503,0.18936306333333333
2003-02,ML0504,0.15491944
2003-02,ML0505,0.16802046
2003-02,ML0506,0.18076941
2003-02,ML0507,0.19253316666666667
2003-02,ML0508,0.17355487333333333
2003-02,ML06,0.10866006300000002
2003-02,ML0601,0.15256817666666667
2003-02,ML0602,0.10861504333333334
2003-02,ML0603,0.14278102666666667
2003-02,ML0604,0.1465101
2003-02,ML0605,0.10321697533333334
2003-02,ML07,0.12474983
2003-02,ML0701,0.13191197666666668
2003-02,ML0702,0.11222729033333334
2003-02,ML0703,0.13506808
2003-02,ML08,0.10861671
2003-02,ML0801,0.11190085
2003-02,ML0802,0.12154930666666668
2003-02,ML0803,0.10329503166666666
2003-02,ML0804,0.11314779400000001
2003-02,ML09,0.21688147333333332
2003-02,ML0901,0.21688147333333332
2003-02,ML1004,0.12494051666666667
2003-03,ML01,0.21317968666666665
2003-03,ML0101,0.21678519333333335
2003-03,ML0102,0.17971056
2003-03,ML0103,0.18696591666666665
2003-03,ML0104,0.27178507999999996
2003-03,ML0105,0.23708805
2003-03,ML0106,0.16590469666666666
2003-03,ML0107,0.16342269333333334
2003-03,ML02,0.20985429
2003-03,ML0201,0.19787274
2003-03,ML0202,0.24645739333333336
2003-03,ML0203,0.28508414666666665
2003-03,ML0204,0.24913511
2003-03,ML0205,0.20269386666666667
2003-03,ML0206,0.2254144366666667
2003-03,ML0207,0.16583870333333334
2003-03,ML03,0.30485751333333333
2003-03,ML0301,0.31944041
2003-03,ML0302,0.3462822233333333
2003-03,ML0303,0.34766140666666673
2003-03,ML0304,0.23514793999999997
2003-03,ML0305,0.28302578333333334
2003-03,ML0306,0.3494156566666667
2003-03,ML0307,0.24777537666666669
2003-03,ML04,0.18688819999999998
2003-03,ML0401,0.22098964333333335
2003-03,ML0402,0.21778450000000002
2003-03,ML0403,0.17023364
2003-03,ML0404,0.15782991999999998
2003-03,ML0405,0.19709645666666664
2003-03,ML0406,0.18600192333333332
2003-03,ML0407,0.21191332
2003-03,ML05,0.16477916666666667
2003-03,ML0501,0.16672625666666666
2003-03,ML0502,0.19344656666666668
2003-03,ML0503,0.17988085
2003-03,ML0504,0.14884418
2003-03,ML0505,0.16116769666666667
2003-03,ML0506,0.17005061666666665
2003-03,ML0507,0.17603148333333332
2003-03,ML0508,0.16113928333333333
2003-03,ML06,0.10800330666666667
2003-03,ML0601,0.14667840666666665
2003-03,ML0602,0.10801519333333333
2003-03,ML0603,0.13685796
2003-03,ML0604,0.14112670666666668
2003-03,ML0605,0.10334390333333333
2003-03,ML07,0.12133758833333334
2003-03,ML0701,0.12655149
2003-03,ML0702,0.11008126
2003-03,ML0703,0.13044256
2003-03,ML08,0.10757234333333333
2003-03,ML0801,0.10968438200000001
2003-03,ML0802,0.11906218
2003-03,ML0803,0.102762802
2003-03,ML0804,0.11251635666666666
2003-03,ML09,0.20143333
2003-03,ML0901,0.20143333
2003-03,ML1004,0.12195034166666667
2003-04,ML01,0.21392453999999997
2003-04,ML0101,0.21322318666666665
2003-04,ML0102,0.17257746333333335
2003-04,ML0103,0.18183031000000002
2003-04,ML0104,0.28901895
2003-04,ML0105,0.24194807333333335
2003-04,ML0106,0.16171755333333335
2003-04,ML0107,0.15975369333333334
2003-04,ML02,0.21064424666666667
2003-04,ML0201,0.189441
2003-04,ML0202,0.25600349333333333
2003-04,ML0203,0.3041156266666667
2003-04,ML0204,0.26102011333333336
2003-04,ML0205,0.19646489999999997
2003-04,ML0206,0.22249570666666665
2003-04,ML0207,0.16004890333333333
2003-04,ML03,0.33709817333333336
2003-04,ML0301,0.36159233333333335
2003-04,ML0302,0.38839051999999996
2003-04,ML0303,0.38729820000000004
2003-04,ML0304,0.23732466666666666
2003-04,ML0305,0.3139677066666667
2003-04,ML0306,0.39642053000000005
2003-04,ML0307,0.25007711666666665
2003-04,ML04,0.18055519666666667
2003-04,ML0401,0.21444202666666667
2003-04,ML0402,0.21066760333333334
2003-04,ML0403,0.16335031
2003-04,ML0404,0.15449634333333334
2003-04,ML0405,0.18882238999999998
2003-04,ML0406,0.17734832666666667
2003-04,ML0407,0.206888
2003-04,ML05,0.15771243
2003-04,ML0501,0.15951969333333335
2003-04,ML0502,0.18589249666666666
2003-04,ML0503,0.17439616666666669
2003-04,ML0504,0.14349531000000001
2003-04,ML0505,0.15400751333333332
2003-04,ML0506,0.16354663333333333
2003-04,ML0507,0.16564705
2003-04,ML0508,0.15329505
2003-04,ML06,0.10747236333333332
2003-04,ML0601,0.14319696
2003-04,ML0602,0.107364348
2003-04,ML0603,0.13254570333333335
2003-04,ML0604,0.13793147666666666
2003-04,ML0605,0.10340521833333334
2003-04,ML07,0.11983271466666667
2003-04,ML0701,0.12403123833333334
2003-04,ML0702,0.109481675
2003-04,ML0703,0.1278194
2003-04,ML08,0.10673210666666666
2003-04,ML0801,0.10817227
2003-04,ML0802,0.11801412833333334
2003-04,ML0803,0.10199657333333334
2003-04,ML0804,0.11215491
2003-04,ML09,0.19812221666666666
2003-04,ML0901,0.19812221666666666
2003-04,ML1004,0.12074723833333334
2003-05,ML01,0.23519198333333335
2003-05,ML0101,0.23381277666666667
2003-05,ML0102,0.16484941
2003-05,ML0103,0.18066125
2003-05,ML0104,0.35618388666666667
2003-05,ML0105,0.2820294033333333
2003-05,ML0106,0.15418563666666665
2003-05,ML0107,0.15220071333333332
2003-05,ML02,0.2289033
2003-05,ML0201,0.18725198
2003-05,ML0202,0.29673674
2003-05,ML0203,0.3741222233333333
2003-05,ML0204,0.31462172000000005
2003-05,ML0205,0.20087329666666665
2003-05,ML0206,0.24279948666666665
2003-05,ML0207,0.15253927666666667
2003-05,ML03,0.3987517866666666
2003-05,ML0301,0.4340615966666667
2003-05,ML0302,0.45622345
2003-05,ML0303,0.44835448333333333
2003-05,ML0304,0.2642447
2003-05,ML0305,0.38112505
2003-05,ML0306,0.4756552166666667
2003-05,ML0307,0.27655097999999995
2003-05,ML04,0.18240984666666668
2003-05,ML0401,0.21989108999999998
2003-05,ML0402,0.21953739666666663
2003-05,ML0403,0.16354158666666666
2003-05,ML0404,0.15319603333333334
2003-05,ML0405,0.19682036333333333
2003-05,ML0406,0.17487438666666666
2003-05,ML0407,0.21324429666666667
2003-05,ML05,0.15333416
2003-05,ML0501,0.15644494666666667
2003-05,ML0502,0.18509202
2003-05,ML0503,0.17510314333333332
2003-05,ML0504,0.13661974333333335
2003-05,ML0505,0.14874741666666666
2003-05,ML0506,0.16025198333333332
2003-05,ML0507,0.16225471333333333
2003-05,ML0508,0.14790050333333335
2003-05,ML06,0.10674459466666668
2003-05,ML0601,0.13935719666666668
2003-05,ML0602,0.10702164333333335
2003-05,ML0603,0.12848229333333333
2003-05,ML0604,0.13438942333333334
2003-05,ML0605,0.10304988
2003-05,ML07,0.116922392
2003-05,ML0701,0.12002054166666666
2003-05,ML0702,0.10814133833333334
2003-05,ML0703,0.12378671466666667
2003-05,ML08,0.104742222
2003-05,ML0801,0.105337868
2003-05,ML0802,0.11490817333333332
2003-05,ML0803,0.10056419833333334
2003-05,ML0804,0.10994644533333335
2003-05,ML09,0.21883333333333332
2003-05,ML0901,0.21883333333333332
2003-05,ML1004,0.11779651666666667
2003-06,ML01,0.3278179266666667
2003-06,ML0101,0.35233570333333336
2003-06,ML0102,0.19737567
2003-06,ML0103,0.21979344666666667
2003-06,ML0104,0.51678262
2003-06,ML0105,0.4239641066666667
2003-06,ML0106,0.16872826
2003-06,ML0107,0.16145044666666666
2003-06,ML02,0.30859108
2003-06,ML0201,0.25441401
2003-06,ML0202,0.40764405333333337
2003-06,ML0203,0.5177388733333333
2003-06,ML0204,0.44891862666666665
2003-06,ML0205,0.28295683
2003-06,ML0206,0.33913505000000005
2003-06,ML0207,0.18022145333333336
2003-06,ML03,0.5094763866666666
2003-06,ML0301,0.5475376033333333
2003-06,ML0302,0.5521199133333333
2003-06,ML0303,0.5512378233333334
2003-06,ML0304,0.3732769466666667
2003-06,ML0305,0.5013114333333334
2003-06,ML0306,0.5864079000000001
2003-06,ML0307,0.37730020000000003
2003-06,ML04,0.22704188666666666
2003-06,ML0401,0.28883021999999997
2003-06,ML0402,0.2997937333333333
2003-06,ML0403,0.18746528333333334
2003-06,ML0404,0.1686807233333333
2003-06,ML0405,0.26905959
2003-06,ML0406,0.21534168666666667
2003-06,ML0407,0.2818114133333333
2003-06,ML05,0.17230420333333332
2003-06,ML0501,0.18939468666666667
2003-06,ML0502,0.24134592333333335
2003-06,ML0503,0.21215112
2003-06,ML0504,0.14352981333333334
2003-06,ML0505,0.17730102333333334
2003-06,ML0506,0.16789094000000002
2003-06,ML0507,0.17924309666666663
2003-06,ML0508,0.14877008333333333
2003-06,ML06,0.10646459966666666
2003-06,ML0601,0.13951136
2003-06,ML0602,0.10715966966666667
2003-06,ML0603,0.13202007999999998
2003-06,ML0604,0.13381718666666667
2003-06,ML0605,0.10216521299999999
2003-06,ML07,0.111936512
2003-06,ML0701,0.11689108666666666
2003-06,ML0702,0.10373371999999999
2003-06,ML0703,0.116963742
2003-06,ML08,0.10081752199999999
2003-06,ML0801,0.10064676666666666
2003-06,ML0802,0.10764688666666666
2003-06,ML0803,0.097641144
2003-06,ML0804,0.10590396533333334
2003-06,ML09,0.29104072999999997
2003-06,ML0901,0.29104072999999997
2003-06,ML1004,0.11276028333333334
2003-07,ML01,0.5203743900000001
2003-07,ML0101,0.5811602433333333
2003-07,ML0102,0.38397489999999995
2003-07,ML0103,0.38414053333333337
2003-07,ML0104,0.7047288233333333
2003-07,ML0105,0.63919098
2003-07,ML0106,0.32247924333333333
2003-07,ML0107,0.2985917166666667
2003-07,ML02,0.48057190666666666
2003-07,ML0201,0.4332714133333333
2003-07,ML0202,0.5728718700000001
2003-07,ML0203,0.6705195333333333
2003-07,ML0204,0.6211462499999999
2003-07,ML0205,0.4758345933333333
2003-07,ML0206,0.5171307399999999
2003-07,ML0207,0.34702202
2003-07,ML03,0.6352109666666667
2003-07,ML0301,0.6650472366666667
2003-07,ML0302,0.6409428
2003-07,ML0303,0.6609601
2003-07,ML0304,0.5425532333333334
2003-07,ML0305,0.6315375333333333
2003-07,ML0306,0.68927468
2003-07,ML0307,0.54938975
2003-07,ML04,0.34733376
2003-07,ML0401,0.44616085
2003-07,ML0402,0.4570267433333333
2003-07,ML0403,0.26650519333333333
2003-07,ML0404,0.25524056333333334
2003-07,ML0405,0.4007013333333333
2003-07,ML0406,0.34657760666666665
2003-07,ML0407,0.42607110666666664
2003-07,ML05,0.26229610333333336
2003-07,ML0501,0.29401829333333335
2003-07,ML0502,0.37610398666666667
2003-07,ML0503,0.3135837833333333
2003-07,ML0504,0.22797252333333332
2003-07,ML0505,0.28849144666666665
2003-07,ML0506,0.22220314333333335
2003-07,ML0507,0.27147876666666665
2003-07,ML0508,0.19924029666666665
2003-07,ML06,0.11067447533333334
2003-07,ML0601,0.1551644
2003-07,ML0602,0.11026875666666668
2003-07,ML0603,0.17434751333333334
2003-07,ML0604,0.16168559666666668
2003-07,ML0605,0.10140207333333333
2003-07,ML07,0.13025974666666665
2003-07,ML0701,0.15792612333333333
2003-07,ML0702,0.10161329000000001
2003-07,ML0703,0.13858872666666666
2003-07,ML08,0.100049165
2003-07,ML0801,0.10106195666666667
2003-07,ML0802,0.11119551333333333
2003-07,ML0803,0.09549453333333334
2003-07,ML0804,0.10537567066666666
2003-07,ML09,0.4171999866666667
2003-07,ML0901,0.4171999866666667
2003-07,ML1004,0.13418788
2003-08,ML01,0.6906193166666666
2003-08,ML0101,0.7550259
